,model,time,horizon,quantile,Cases
109,N-HiTS,2017-08-01,2,Cases_q0.850,5.546605134010315
110,N-HiTS,2017-09-01,3,Cases_q0.850,5.315644311904907
111,N-HiTS,2017-10-01,4,Cases_q0.850,5.690129137039184
112,N-HiTS,2017-11-01,5,Cases_q0.850,5.1098222732543945
113,N-HiTS,2017-12-01,6,Cases_q0.850,4.646911907196045
114,N-HiTS,2017-07-01,1,Cases_q0.900,5.569864416122437
115,N-HiTS,2017-08-01,2,Cases_q0.900,5.668399143218994
116,N-HiTS,2017-09-01,3,Cases_q0.900,5.480287790298462
117,N-HiTS,2017-10-01,4,Cases_q0.900,5.7631433486938475
118,N-HiTS,2017-11-01,5,Cases_q0.900,5.219346046447754
119,N-HiTS,2017-12-01,6,Cases_q0.900,4.969246768951416
120,N-HiTS,2017-07-01,1,Cases_q0.950,5.652021265029907
121,N-HiTS,2017-08-01,2,Cases_q0.950,5.779874968528747
122,N-HiTS,2017-09-01,3,Cases_q0.950,6.215709447860718
123,N-HiTS,2017-10-01,4,Cases_q0.950,5.966968584060669
124,N-HiTS,2017-11-01,5,Cases_q0.950,5.450326108932495
125,N-HiTS,2017-12-01,6,Cases_q0.950,5.600173449516296
126,N-HiTS,2017-07-01,1,Cases_q0.975,5.674652945995331
127,N-HiTS,2017-08-01,2,Cases_q0.975,5.882764232158661
128,N-HiTS,2017-09-01,3,Cases_q0.975,7.077321732044219
129,N-HiTS,2017-10-01,4,Cases_q0.975,6.048966956138611
130,N-HiTS,2017-11-01,5,Cases_q0.975,5.598351383209229
131,N-HiTS,2017-12-01,6,Cases_q0.975,5.649142265319824
132,N-HiTS,2017-07-01,1,Cases_q0.990,5.700883345603943
133,N-HiTS,2017-08-01,2,Cases_q0.990,5.885337109565735
134,N-HiTS,2017-09-01,3,Cases_q0.990,7.3448357582092285
135,N-HiTS,2017-10-01,4,Cases_q0.990,6.3681254386901855
136,N-HiTS,2017-11-01,5,Cases_q0.990,5.763605132102966
137,N-HiTS,2017-12-01,6,Cases_q0.990,5.652176203727723
0,N-HiTS,2017-08-01,1,Cases_q0.010,3.425782642364502
1,N-HiTS,2017-09-01,2,Cases_q0.010,3.7143595218658447
2,N-HiTS,2017-10-01,3,Cases_q0.010,1.6669373202323914
3,N-HiTS,2017-11-01,4,Cases_q0.010,3.086714267730713
4,N-HiTS,2017-12-01,5,Cases_q0.010,0.13423651620745664
5,N-HiTS,2018-01-01,6,Cases_q0.010,2.318825912475586
6,N-HiTS,2017-08-01,1,Cases_q0.025,3.4633677780628203
7,N-HiTS,2017-09-01,2,Cases_q0.025,4.049888503551483
8,N-HiTS,2017-10-01,3,Cases_q0.025,2.666887080669403
9,N-HiTS,2017-11-01,4,Cases_q0.025,3.264099496603012
10,N-HiTS,2017-12-01,5,Cases_q0.025,1.7489072799682617
11,N-HiTS,2018-01-01,6,Cases_q0.025,3.0958623290061955
12,N-HiTS,2017-08-01,1,Cases_q0.050,3.513347017765045
13,N-HiTS,2017-09-01,2,Cases_q0.050,4.083955645561218
14,N-HiTS,2017-10-01,3,Cases_q0.050,3.653328907489777
15,N-HiTS,2017-11-01,4,Cases_q0.050,3.3483462572097777
16,N-HiTS,2017-12-01,5,Cases_q0.050,3.196851897239685
17,N-HiTS,2018-01-01,6,Cases_q0.050,3.1916050910949707
18,N-HiTS,2017-08-01,1,Cases_q0.100,3.7503359794616697
19,N-HiTS,2017-09-01,2,Cases_q0.100,4.150743722915649
20,N-HiTS,2017-10-01,3,Cases_q0.100,3.9518689155578612
21,N-HiTS,2017-11-01,4,Cases_q0.100,3.504603862762451
22,N-HiTS,2017-12-01,5,Cases_q0.100,3.5393694639205933
23,N-HiTS,2018-01-01,6,Cases_q0.100,3.3775503873825072
24,N-HiTS,2017-08-01,1,Cases_q0.150,3.830280530452728
25,N-HiTS,2017-09-01,2,Cases_q0.150,4.168338084220887
26,N-HiTS,2017-10-01,3,Cases_q0.150,4.07984049320221
27,N-HiTS,2017-11-01,4,Cases_q0.150,3.7159510135650633
28,N-HiTS,2017-12-01,5,Cases_q0.150,3.5625275135040284
29,N-HiTS,2018-01-01,6,Cases_q0.150,3.394878649711609
30,N-HiTS,2017-08-01,1,Cases_q0.200,4.10160608291626
31,N-HiTS,2017-09-01,2,Cases_q0.200,4.1835222244262695
32,N-HiTS,2017-10-01,3,Cases_q0.200,4.179878044128418
33,N-HiTS,2017-11-01,4,Cases_q0.200,3.834099292755127
34,N-HiTS,2017-12-01,5,Cases_q0.200,3.576537036895752
35,N-HiTS,2018-01-01,6,Cases_q0.200,3.4318352699279786
36,N-HiTS,2017-08-01,1,Cases_q0.250,4.164945960044861
37,N-HiTS,2017-09-01,2,Cases_q0.250,4.19833767414093
38,N-HiTS,2017-10-01,3,Cases_q0.250,4.2592222690582275
39,N-HiTS,2017-11-01,4,Cases_q0.250,4.018922328948975
40,N-HiTS,2017-12-01,5,Cases_q0.250,3.58688884973526
41,N-HiTS,2018-01-01,6,Cases_q0.250,3.4840863943099976
42,N-HiTS,2017-08-01,1,Cases_q0.300,4.259347772598266
43,N-HiTS,2017-09-01,2,Cases_q0.300,4.234101486206055
44,N-HiTS,2017-10-01,3,Cases_q0.300,4.491389036178589
45,N-HiTS,2017-11-01,4,Cases_q0.300,4.136246156692505
46,N-HiTS,2017-12-01,5,Cases_q0.300,3.6110530614852907
47,N-HiTS,2018-01-01,6,Cases_q0.300,3.5274664402008056
48,N-HiTS,2017-08-01,1,Cases_q0.350,4.354179525375367
49,N-HiTS,2017-09-01,2,Cases_q0.350,4.276524829864502
50,N-HiTS,2017-10-01,3,Cases_q0.350,4.548909902572632
51,N-HiTS,2017-11-01,4,Cases_q0.350,4.180126023292542
52,N-HiTS,2017-12-01,5,Cases_q0.350,3.638915705680847
53,N-HiTS,2018-01-01,6,Cases_q0.350,3.5869029879570005
54,N-HiTS,2017-08-01,1,Cases_q0.400,4.370772361755371
55,N-HiTS,2017-09-01,2,Cases_q0.400,4.309044647216797
56,N-HiTS,2017-10-01,3,Cases_q0.400,4.604056644439697
57,N-HiTS,2017-11-01,4,Cases_q0.400,4.202172660827637
58,N-HiTS,2017-12-01,5,Cases_q0.400,3.6779126167297362
59,N-HiTS,2018-01-01,6,Cases_q0.400,3.6598959445953367
60,N-HiTS,2017-08-01,1,Cases_q0.450,4.444202661514282
61,N-HiTS,2017-09-01,2,Cases_q0.450,4.346020269393921
62,N-HiTS,2017-10-01,3,Cases_q0.450,4.664083743095398
63,N-HiTS,2017-11-01,4,Cases_q0.450,4.219966745376587
64,N-HiTS,2017-12-01,5,Cases_q0.450,3.7206791281700133
65,N-HiTS,2018-01-01,6,Cases_q0.450,3.7413546681404113
66,N-HiTS,2017-08-01,1,Cases_q0.500,4.496298789978027
67,N-HiTS,2017-09-01,2,Cases_q0.500,4.383218765258789
68,N-HiTS,2017-10-01,3,Cases_q0.500,4.75380277633667
69,N-HiTS,2017-11-01,4,Cases_q0.500,4.246243000030518
70,N-HiTS,2017-12-01,5,Cases_q0.500,3.7561901807785034
71,N-HiTS,2018-01-01,6,Cases_q0.500,3.7897123098373413
72,N-HiTS,2017-08-01,1,Cases_q0.550,4.626577663421631
73,N-HiTS,2017-09-01,2,Cases_q0.550,4.416915535926819
74,N-HiTS,2017-10-01,3,Cases_q0.550,4.828363537788391
75,N-HiTS,2017-11-01,4,Cases_q0.550,4.266392064094544
76,N-HiTS,2017-12-01,5,Cases_q0.550,3.7746780633926393
77,N-HiTS,2018-01-01,6,Cases_q0.550,3.849925470352173
78,N-HiTS,2017-08-01,1,Cases_q0.600,4.687471485137939
79,N-HiTS,2017-09-01,2,Cases_q0.600,4.4593151092529295
80,N-HiTS,2017-10-01,3,Cases_q0.600,4.835967540740967
81,N-HiTS,2017-11-01,4,Cases_q0.600,4.285903644561768
82,N-HiTS,2017-12-01,5,Cases_q0.600,3.7895880699157716
83,N-HiTS,2018-01-01,6,Cases_q0.600,3.9094699382781983
84,N-HiTS,2017-08-01,1,Cases_q0.650,4.773734450340271
85,N-HiTS,2017-09-01,2,Cases_q0.650,4.475745010375976
86,N-HiTS,2017-10-01,3,Cases_q0.650,4.836234164237976
87,N-HiTS,2017-11-01,4,Cases_q0.650,4.302407550811767
88,N-HiTS,2017-12-01,5,Cases_q0.650,3.8092764258384704
89,N-HiTS,2018-01-01,6,Cases_q0.650,3.9347912669181824
90,N-HiTS,2017-08-01,1,Cases_q0.700,4.803470706939697
91,N-HiTS,2017-09-01,2,Cases_q0.700,4.880149650573729
92,N-HiTS,2017-10-01,3,Cases_q0.700,4.852897500991821
93,N-HiTS,2017-11-01,4,Cases_q0.700,4.307503604888916
94,N-HiTS,2017-12-01,5,Cases_q0.700,3.824654960632324
95,N-HiTS,2018-01-01,6,Cases_q0.700,3.9738359212875367
96,N-HiTS,2017-08-01,1,Cases_q0.750,4.820616722106934
97,N-HiTS,2017-09-01,2,Cases_q0.750,5.002026200294495
98,N-HiTS,2017-10-01,3,Cases_q0.750,4.87265157699585
99,N-HiTS,2017-11-01,4,Cases_q0.750,4.346715450286865
100,N-HiTS,2017-12-01,5,Cases_q0.750,3.8680240511894226
101,N-HiTS,2018-01-01,6,Cases_q0.750,4.020347237586975
102,N-HiTS,2017-08-01,1,Cases_q0.800,4.85974702835083
103,N-HiTS,2017-09-01,2,Cases_q0.800,5.020915508270264
104,N-HiTS,2017-10-01,3,Cases_q0.800,4.901084041595459
105,N-HiTS,2017-11-01,4,Cases_q0.800,4.389415836334228
106,N-HiTS,2017-12-01,5,Cases_q0.800,3.919134902954102
107,N-HiTS,2018-01-01,6,Cases_q0.800,4.046039867401123
108,N-HiTS,2017-08-01,1,Cases_q0.850,4.8817129850387575
109,N-HiTS,2017-09-01,2,Cases_q0.850,5.034875845909118
110,N-HiTS,2017-10-01,3,Cases_q0.850,4.950039482116699
111,N-HiTS,2017-11-01,4,Cases_q0.850,4.445858430862427
112,N-HiTS,2017-12-01,5,Cases_q0.850,4.00446503162384
113,N-HiTS,2018-01-01,6,Cases_q0.850,4.075006794929505
114,N-HiTS,2017-08-01,1,Cases_q0.900,4.910752868652343
115,N-HiTS,2017-09-01,2,Cases_q0.900,5.05865707397461
116,N-HiTS,2017-10-01,3,Cases_q0.900,5.057412385940552
117,N-HiTS,2017-11-01,4,Cases_q0.900,4.503150796890258
118,N-HiTS,2017-12-01,5,Cases_q0.900,4.292791414260864
119,N-HiTS,2018-01-01,6,Cases_q0.900,4.109220027923584
120,N-HiTS,2017-08-01,1,Cases_q0.950,5.1770264387130736
121,N-HiTS,2017-09-01,2,Cases_q0.950,5.145572519302368
122,N-HiTS,2017-10-01,3,Cases_q0.950,5.086564326286316
123,N-HiTS,2017-11-01,4,Cases_q0.950,4.574753665924073
124,N-HiTS,2017-12-01,5,Cases_q0.950,4.696338939666748
125,N-HiTS,2018-01-01,6,Cases_q0.950,4.765813207626342
126,N-HiTS,2017-08-01,1,Cases_q0.975,5.557007503509522
127,N-HiTS,2017-09-01,2,Cases_q0.975,5.259864807128905
128,N-HiTS,2017-10-01,3,Cases_q0.975,6.262995493412018
129,N-HiTS,2017-11-01,4,Cases_q0.975,4.611375272274017
130,N-HiTS,2017-12-01,5,Cases_q0.975,4.831402051448822
131,N-HiTS,2018-01-01,6,Cases_q0.975,4.904826438426971
132,N-HiTS,2017-08-01,1,Cases_q0.990,6.201098442077637
133,N-HiTS,2017-09-01,2,Cases_q0.990,5.756266069412231
134,N-HiTS,2017-10-01,3,Cases_q0.990,6.4248214435577395
135,N-HiTS,2017-11-01,4,Cases_q0.990,4.63725163936615
136,N-HiTS,2017-12-01,5,Cases_q0.990,4.881397047042847
137,N-HiTS,2018-01-01,6,Cases_q0.990,5.087682852745056
0,N-HiTS,2017-09-01,1,Cases_q0.010,1.4022256195545197
1,N-HiTS,2017-10-01,2,Cases_q0.010,2.901261639595032
2,N-HiTS,2017-11-01,3,Cases_q0.010,1.5655775082111358
3,N-HiTS,2017-12-01,4,Cases_q0.010,2.126685380935669
4,N-HiTS,2018-01-01,5,Cases_q0.010,1.093282699584961
5,N-HiTS,2018-02-01,6,Cases_q0.010,1.1034744787216186
6,N-HiTS,2017-09-01,1,Cases_q0.025,1.4780372381210327
7,N-HiTS,2017-10-01,2,Cases_q0.025,3.680276072025299
8,N-HiTS,2017-11-01,3,Cases_q0.025,3.898293489217758
9,N-HiTS,2017-12-01,4,Cases_q0.025,3.152395170927048
10,N-HiTS,2018-01-01,5,Cases_q0.025,2.729343104362488
11,N-HiTS,2018-02-01,6,Cases_q0.025,2.323863238096237
12,N-HiTS,2017-09-01,1,Cases_q0.050,1.8825974822044373
13,N-HiTS,2017-10-01,2,Cases_q0.050,4.056722593307495
14,N-HiTS,2017-11-01,3,Cases_q0.050,3.941519784927368
15,N-HiTS,2017-12-01,4,Cases_q0.050,3.2789761662483214
16,N-HiTS,2018-01-01,5,Cases_q0.050,3.0729599356651307
17,N-HiTS,2018-02-01,6,Cases_q0.050,2.410663866996765
18,N-HiTS,2017-09-01,1,Cases_q0.100,2.9075644969940186
19,N-HiTS,2017-10-01,2,Cases_q0.100,4.297020339965821
20,N-HiTS,2017-11-01,3,Cases_q0.100,3.9745920181274412
21,N-HiTS,2017-12-01,4,Cases_q0.100,3.5080978155136107
22,N-HiTS,2018-01-01,5,Cases_q0.100,3.2279370546340944
23,N-HiTS,2018-02-01,6,Cases_q0.100,3.6777153491973875
24,N-HiTS,2017-09-01,1,Cases_q0.150,3.67305269241333
25,N-HiTS,2017-10-01,2,Cases_q0.150,4.347690677642822
26,N-HiTS,2017-11-01,3,Cases_q0.150,4.034205508232117
27,N-HiTS,2017-12-01,4,Cases_q0.150,3.661296284198761
28,N-HiTS,2018-01-01,5,Cases_q0.150,3.287332773208618
29,N-HiTS,2018-02-01,6,Cases_q0.150,3.7354767084121705
30,N-HiTS,2017-09-01,1,Cases_q0.200,4.3057903289794925
31,N-HiTS,2017-10-01,2,Cases_q0.200,4.409805583953857
32,N-HiTS,2017-11-01,3,Cases_q0.200,4.069665145874024
33,N-HiTS,2017-12-01,4,Cases_q0.200,3.768771934509277
34,N-HiTS,2018-01-01,5,Cases_q0.200,3.3299065589904786
35,N-HiTS,2018-02-01,6,Cases_q0.200,3.763767719268799
36,N-HiTS,2017-09-01,1,Cases_q0.250,4.364605665206909
37,N-HiTS,2017-10-01,2,Cases_q0.250,4.625894784927368
38,N-HiTS,2017-11-01,3,Cases_q0.250,4.104681491851807
39,N-HiTS,2017-12-01,4,Cases_q0.250,3.83592289686203
40,N-HiTS,2018-01-01,5,Cases_q0.250,3.375973403453827
41,N-HiTS,2018-02-01,6,Cases_q0.250,3.805822193622589
42,N-HiTS,2017-09-01,1,Cases_q0.300,4.458770656585694
43,N-HiTS,2017-10-01,2,Cases_q0.300,4.648304271697998
44,N-HiTS,2017-11-01,3,Cases_q0.300,4.144097423553466
45,N-HiTS,2017-12-01,4,Cases_q0.300,3.8714298248291015
46,N-HiTS,2018-01-01,5,Cases_q0.300,3.428160238265991
47,N-HiTS,2018-02-01,6,Cases_q0.300,3.8269074678421022
48,N-HiTS,2017-09-01,1,Cases_q0.350,4.497453904151916
49,N-HiTS,2017-10-01,2,Cases_q0.350,4.680356645584107
50,N-HiTS,2017-11-01,3,Cases_q0.350,4.1764305353164675
51,N-HiTS,2017-12-01,4,Cases_q0.350,3.878238391876221
52,N-HiTS,2018-01-01,5,Cases_q0.350,3.568014883995056
53,N-HiTS,2018-02-01,6,Cases_q0.350,3.8980562567710875
54,N-HiTS,2017-09-01,1,Cases_q0.400,4.5270874977111815
55,N-HiTS,2017-10-01,2,Cases_q0.400,4.727603530883789
56,N-HiTS,2017-11-01,3,Cases_q0.400,4.231899547576904
57,N-HiTS,2017-12-01,4,Cases_q0.400,3.899896335601807
58,N-HiTS,2018-01-01,5,Cases_q0.400,3.635108757019043
59,N-HiTS,2018-02-01,6,Cases_q0.400,3.9529892921447756
60,N-HiTS,2017-09-01,1,Cases_q0.450,4.561971139907837
61,N-HiTS,2017-10-01,2,Cases_q0.450,4.792109990119934
62,N-HiTS,2017-11-01,3,Cases_q0.450,4.259547567367553
63,N-HiTS,2017-12-01,4,Cases_q0.450,3.9282539248466493
64,N-HiTS,2018-01-01,5,Cases_q0.450,3.716640520095825
65,N-HiTS,2018-02-01,6,Cases_q0.450,3.994307041168213
66,N-HiTS,2017-09-01,1,Cases_q0.500,4.587069511413574
67,N-HiTS,2017-10-01,2,Cases_q0.500,4.832813739776611
68,N-HiTS,2017-11-01,3,Cases_q0.500,4.30741024017334
69,N-HiTS,2017-12-01,4,Cases_q0.500,3.966421127319336
70,N-HiTS,2018-01-01,5,Cases_q0.500,3.776713013648987
71,N-HiTS,2018-02-01,6,Cases_q0.500,4.035746812820435
72,N-HiTS,2017-09-01,1,Cases_q0.550,4.626764583587646
73,N-HiTS,2017-10-01,2,Cases_q0.550,4.85004072189331
74,N-HiTS,2017-11-01,3,Cases_q0.550,4.316543364524842
75,N-HiTS,2017-12-01,4,Cases_q0.550,3.9687113404273986
76,N-HiTS,2018-01-01,5,Cases_q0.550,3.8403722047805786
77,N-HiTS,2018-02-01,6,Cases_q0.550,4.085026454925537
78,N-HiTS,2017-09-01,1,Cases_q0.600,4.672400951385498
79,N-HiTS,2017-10-01,2,Cases_q0.600,4.872517681121826
80,N-HiTS,2017-11-01,3,Cases_q0.600,4.3627174377441404
81,N-HiTS,2017-12-01,4,Cases_q0.600,3.9929226875305175
82,N-HiTS,2018-01-01,5,Cases_q0.600,3.876980495452881
83,N-HiTS,2018-02-01,6,Cases_q0.600,4.282244396209716
84,N-HiTS,2017-09-01,1,Cases_q0.650,4.717442893981934
85,N-HiTS,2017-10-01,2,Cases_q0.650,4.93454418182373
86,N-HiTS,2017-11-01,3,Cases_q0.650,4.4429220199584964
87,N-HiTS,2017-12-01,4,Cases_q0.650,4.01583354473114
88,N-HiTS,2018-01-01,5,Cases_q0.650,3.9279125213623045
89,N-HiTS,2018-02-01,6,Cases_q0.650,4.4455845832824705
90,N-HiTS,2017-09-01,1,Cases_q0.700,4.767202472686767
91,N-HiTS,2017-10-01,2,Cases_q0.700,4.9928301811218265
92,N-HiTS,2017-11-01,3,Cases_q0.700,4.5249621868133545
93,N-HiTS,2017-12-01,4,Cases_q0.700,4.039049434661865
94,N-HiTS,2018-01-01,5,Cases_q0.700,3.962775731086731
95,N-HiTS,2018-02-01,6,Cases_q0.700,4.463091421127319
96,N-HiTS,2017-09-01,1,Cases_q0.750,4.875566601753235
97,N-HiTS,2017-10-01,2,Cases_q0.750,5.025947570800781
98,N-HiTS,2017-11-01,3,Cases_q0.750,4.592656254768372
99,N-HiTS,2017-12-01,4,Cases_q0.750,4.049248695373535
100,N-HiTS,2018-01-01,5,Cases_q0.750,4.033196330070496
101,N-HiTS,2018-02-01,6,Cases_q0.750,4.4931321144104
102,N-HiTS,2017-09-01,1,Cases_q0.800,4.903482723236084
103,N-HiTS,2017-10-01,2,Cases_q0.800,5.2575554847717285
104,N-HiTS,2017-11-01,3,Cases_q0.800,4.673369216918945
105,N-HiTS,2017-12-01,4,Cases_q0.800,4.0943138122558596
106,N-HiTS,2018-01-01,5,Cases_q0.800,4.087437534332276
107,N-HiTS,2018-02-01,6,Cases_q0.800,4.550352573394775
108,N-HiTS,2017-09-01,1,Cases_q0.850,4.9683655261993405
109,N-HiTS,2017-10-01,2,Cases_q0.850,5.462548184394836
110,N-HiTS,2017-11-01,3,Cases_q0.850,4.835355472564697
111,N-HiTS,2017-12-01,4,Cases_q0.850,4.147358703613281
112,N-HiTS,2018-01-01,5,Cases_q0.850,4.1473006963729855
113,N-HiTS,2018-02-01,6,Cases_q0.850,4.599294877052307
114,N-HiTS,2017-09-01,1,Cases_q0.900,5.157561635971069
115,N-HiTS,2017-10-01,2,Cases_q0.900,5.526073360443116
116,N-HiTS,2017-11-01,3,Cases_q0.900,5.227566194534302
117,N-HiTS,2017-12-01,4,Cases_q0.900,4.279672241210937
118,N-HiTS,2018-01-01,5,Cases_q0.900,4.359099388122559
119,N-HiTS,2018-02-01,6,Cases_q0.900,4.69584379196167
120,N-HiTS,2017-09-01,1,Cases_q0.950,5.3081606149673455
121,N-HiTS,2017-10-01,2,Cases_q0.950,5.575052309036255
122,N-HiTS,2017-11-01,3,Cases_q0.950,5.528065586090087
123,N-HiTS,2017-12-01,4,Cases_q0.950,4.392194628715515
124,N-HiTS,2018-01-01,5,Cases_q0.950,4.489501214027404
125,N-HiTS,2018-02-01,6,Cases_q0.950,4.806129240989685
126,N-HiTS,2017-09-01,1,Cases_q0.975,5.400237953662872
127,N-HiTS,2017-10-01,2,Cases_q0.975,5.580478751659394
128,N-HiTS,2017-11-01,3,Cases_q0.975,5.658125615119934
129,N-HiTS,2017-12-01,4,Cases_q0.975,4.451078498363494
130,N-HiTS,2018-01-01,5,Cases_q0.975,4.545996975898743
131,N-HiTS,2018-02-01,6,Cases_q0.975,4.825369262695313
132,N-HiTS,2017-09-01,1,Cases_q0.990,5.487711429595947
133,N-HiTS,2017-10-01,2,Cases_q0.990,5.814261136054992
134,N-HiTS,2017-11-01,3,Cases_q0.990,5.689678359031677
135,N-HiTS,2017-12-01,4,Cases_q0.990,4.614354133605957
136,N-HiTS,2018-01-01,5,Cases_q0.990,4.600901503562927
137,N-HiTS,2018-02-01,6,Cases_q0.990,4.8814731168746945
0,N-HiTS,2017-10-01,1,Cases_q0.010,2.7884469032287598
1,N-HiTS,2017-11-01,2,Cases_q0.010,3.169386103153229
2,N-HiTS,2017-12-01,3,Cases_q0.010,2.814224920272827
3,N-HiTS,2018-01-01,4,Cases_q0.010,1.6963402700424195
4,N-HiTS,2018-02-01,5,Cases_q0.010,3.2184756660461424
5,N-HiTS,2018-03-01,6,Cases_q0.010,2.8960215616226197
6,N-HiTS,2017-10-01,1,Cases_q0.025,2.8851736307144167
7,N-HiTS,2017-11-01,2,Cases_q0.025,3.258244329690933
8,N-HiTS,2017-12-01,3,Cases_q0.025,2.8574212729930877
9,N-HiTS,2018-01-01,4,Cases_q0.025,1.9735256403684616
10,N-HiTS,2018-02-01,5,Cases_q0.025,3.3121412694454193
11,N-HiTS,2018-03-01,6,Cases_q0.025,3.4752632558345797
12,N-HiTS,2017-10-01,1,Cases_q0.050,3.226540744304657
13,N-HiTS,2017-11-01,2,Cases_q0.050,3.4378604650497437
14,N-HiTS,2017-12-01,3,Cases_q0.050,2.8985761761665345
15,N-HiTS,2018-01-01,4,Cases_q0.050,2.7376561522483827
16,N-HiTS,2018-02-01,5,Cases_q0.050,3.3463337898254393
17,N-HiTS,2018-03-01,6,Cases_q0.050,3.916830050945282
18,N-HiTS,2017-10-01,1,Cases_q0.100,3.3892338037490846
19,N-HiTS,2017-11-01,2,Cases_q0.100,3.5937479019165037
20,N-HiTS,2017-12-01,3,Cases_q0.100,3.176258015632629
21,N-HiTS,2018-01-01,4,Cases_q0.100,3.082651901245117
22,N-HiTS,2018-02-01,5,Cases_q0.100,3.506025266647339
23,N-HiTS,2018-03-01,6,Cases_q0.100,3.9369426488876345
24,N-HiTS,2017-10-01,1,Cases_q0.150,3.509034788608551
25,N-HiTS,2017-11-01,2,Cases_q0.150,3.6921316146850587
26,N-HiTS,2017-12-01,3,Cases_q0.150,3.2578055381774904
27,N-HiTS,2018-01-01,4,Cases_q0.150,3.122450578212738
28,N-HiTS,2018-02-01,5,Cases_q0.150,3.807530128955841
29,N-HiTS,2018-03-01,6,Cases_q0.150,4.084881353378296
30,N-HiTS,2017-10-01,1,Cases_q0.200,3.66057825088501
31,N-HiTS,2017-11-01,2,Cases_q0.200,3.9903381347656253
32,N-HiTS,2017-12-01,3,Cases_q0.200,3.3603348255157472
33,N-HiTS,2018-01-01,4,Cases_q0.200,3.3672526836395265
34,N-HiTS,2018-02-01,5,Cases_q0.200,3.8274004459381104
35,N-HiTS,2018-03-01,6,Cases_q0.200,4.150112724304199
36,N-HiTS,2017-10-01,1,Cases_q0.250,4.143973469734192
37,N-HiTS,2017-11-01,2,Cases_q0.250,4.156718492507935
38,N-HiTS,2017-12-01,3,Cases_q0.250,3.589730739593506
39,N-HiTS,2018-01-01,4,Cases_q0.250,3.5876715183258057
40,N-HiTS,2018-02-01,5,Cases_q0.250,3.871852457523346
41,N-HiTS,2018-03-01,6,Cases_q0.250,4.198876857757568
42,N-HiTS,2017-10-01,1,Cases_q0.300,4.530756998062134
43,N-HiTS,2017-11-01,2,Cases_q0.300,4.265828084945679
44,N-HiTS,2017-12-01,3,Cases_q0.300,3.715200090408325
45,N-HiTS,2018-01-01,4,Cases_q0.300,3.655488133430481
46,N-HiTS,2018-02-01,5,Cases_q0.300,3.9619874238967894
47,N-HiTS,2018-03-01,6,Cases_q0.300,4.259508180618286
48,N-HiTS,2017-10-01,1,Cases_q0.350,4.568677520751953
49,N-HiTS,2017-11-01,2,Cases_q0.350,4.318863868713379
50,N-HiTS,2017-12-01,3,Cases_q0.350,3.7346460938453676
51,N-HiTS,2018-01-01,4,Cases_q0.350,3.7063202023506165
52,N-HiTS,2018-02-01,5,Cases_q0.350,4.099741792678833
53,N-HiTS,2018-03-01,6,Cases_q0.350,4.476233172416687
54,N-HiTS,2017-10-01,1,Cases_q0.400,4.611612701416016
55,N-HiTS,2017-11-01,2,Cases_q0.400,4.347195339202881
56,N-HiTS,2017-12-01,3,Cases_q0.400,3.750496435165405
57,N-HiTS,2018-01-01,4,Cases_q0.400,3.7244174480438232
58,N-HiTS,2018-02-01,5,Cases_q0.400,4.225184631347656
59,N-HiTS,2018-03-01,6,Cases_q0.400,4.652180957794189
60,N-HiTS,2017-10-01,1,Cases_q0.450,4.633756804466247
61,N-HiTS,2017-11-01,2,Cases_q0.450,4.393314599990845
62,N-HiTS,2017-12-01,3,Cases_q0.450,3.7725191593170164
63,N-HiTS,2018-01-01,4,Cases_q0.450,3.774672782421112
64,N-HiTS,2018-02-01,5,Cases_q0.450,4.252145504951478
65,N-HiTS,2018-03-01,6,Cases_q0.450,4.686757516860962
66,N-HiTS,2017-10-01,1,Cases_q0.500,4.6528801918029785
67,N-HiTS,2017-11-01,2,Cases_q0.500,4.446233749389648
68,N-HiTS,2017-12-01,3,Cases_q0.500,3.828910708427429
69,N-HiTS,2018-01-01,4,Cases_q0.500,3.845835566520691
70,N-HiTS,2018-02-01,5,Cases_q0.500,4.31116795539856
71,N-HiTS,2018-03-01,6,Cases_q0.500,4.750317335128784
72,N-HiTS,2017-10-01,1,Cases_q0.550,4.672246193885803
73,N-HiTS,2017-11-01,2,Cases_q0.550,4.504820084571839
74,N-HiTS,2017-12-01,3,Cases_q0.550,3.8854162096977234
75,N-HiTS,2018-01-01,4,Cases_q0.550,3.9208836555480957
76,N-HiTS,2018-02-01,5,Cases_q0.550,4.346294784545899
77,N-HiTS,2018-03-01,6,Cases_q0.550,4.763680124282837
78,N-HiTS,2017-10-01,1,Cases_q0.600,4.6862129211425785
79,N-HiTS,2017-11-01,2,Cases_q0.600,4.533787059783935
80,N-HiTS,2017-12-01,3,Cases_q0.600,3.941797161102295
81,N-HiTS,2018-01-01,4,Cases_q0.600,3.974356746673584
82,N-HiTS,2018-02-01,5,Cases_q0.600,4.386668872833252
83,N-HiTS,2018-03-01,6,Cases_q0.600,4.793191528320312
84,N-HiTS,2017-10-01,1,Cases_q0.650,4.703138613700867
85,N-HiTS,2017-11-01,2,Cases_q0.650,4.564124417304993
86,N-HiTS,2017-12-01,3,Cases_q0.650,4.018418288230896
87,N-HiTS,2018-01-01,4,Cases_q0.650,4.019606232643127
88,N-HiTS,2018-02-01,5,Cases_q0.650,4.4356214761734005
89,N-HiTS,2018-03-01,6,Cases_q0.650,4.831263399124145
90,N-HiTS,2017-10-01,1,Cases_q0.700,4.735825538635254
