,time,region,quantile,horizon,Cases
76,2018-03-01,BLM,0.6,5,0.15549317598342888
77,2018-04-01,BLM,0.6,6,0.10772840827703475
78,2017-11-01,BLM,0.65,1,1.0291104078292848
79,2017-12-01,BLM,0.65,2,0.9430552482604982
80,2018-01-01,BLM,0.65,3,0.7538414418697358
81,2018-02-01,BLM,0.65,4,0.5117953836917878
82,2018-03-01,BLM,0.65,5,0.343254891037941
83,2018-04-01,BLM,0.65,6,0.21708306819200526
84,2017-11-01,BLM,0.7,1,1.2807772397994992
85,2017-12-01,BLM,0.7,2,1.3150634169578541
86,2018-01-01,BLM,0.7,3,1.022812521457672
87,2018-02-01,BLM,0.7,4,0.8315452277660368
88,2018-03-01,BLM,0.7,5,0.6766368150711053
89,2018-04-01,BLM,0.7,6,0.45413487553596493
90,2017-11-01,BLM,0.75,1,1.5941486358642578
91,2017-12-01,BLM,0.75,2,1.604545772075653
92,2018-01-01,BLM,0.75,3,1.4408853650093079
93,2018-02-01,BLM,0.75,4,1.0839885771274567
94,2018-03-01,BLM,0.75,5,1.046205073595047
95,2018-04-01,BLM,0.75,6,0.7634157240390778
96,2017-11-01,BLM,0.8,1,1.9845014810562138
97,2017-12-01,BLM,0.8,2,1.967503046989441
98,2018-01-01,BLM,0.8,3,1.8392024755477914
99,2018-02-01,BLM,0.8,4,1.519625782966614
100,2018-03-01,BLM,0.8,5,1.4016245841979988
101,2018-04-01,BLM,0.8,6,1.1780908346176158
102,2017-11-01,BLM,0.85,1,2.260980248451233
103,2017-12-01,BLM,0.85,2,2.331211400032043
104,2018-01-01,BLM,0.85,3,2.467549097537994
105,2018-02-01,BLM,0.85,4,1.922032368183136
106,2018-03-01,BLM,0.85,5,1.988772577047348
107,2018-04-01,BLM,0.85,6,1.6509476661682128
108,2017-11-01,BLM,0.9,1,2.604442024230957
109,2017-12-01,BLM,0.9,2,2.9858546972274786
110,2018-01-01,BLM,0.9,3,2.9250841140747075
111,2018-02-01,BLM,0.9,4,2.407685971260071
112,2018-03-01,BLM,0.9,5,2.581797719001771
113,2018-04-01,BLM,0.9,6,2.2665256500244144
114,2017-11-01,BLM,0.95,1,3.8610514879226674
115,2017-12-01,BLM,0.95,2,3.8799205064773536
